Saturday , S600,3077,600 - 35,17:52,BelRed Station,West,99565
Saturday , S600,3077,600 - 35,17:54,Spring District Station,West,99563
Saturday , S600,3077,600 - 35,17:56,Wilburton Station,West,99561
Saturday , S600,3077,600 - 35,17:58,Bellevue Downtown Station,West,99559
Saturday , S600,3077,600 - 35,18:02,East Main Station,West,99557
Saturday , S600,3077,600 - 35,18:05,South Bellevue Station,West,99554
Saturday , S600,3083,600 - 35,18:45,Redmond Technology Station,West,99568
Saturday , S600,3083,600 - 35,18:47,Overlake Village Station,West,99567
Saturday , S600,3083,600 - 35,18:52,BelRed Station,West,99565
Saturday , S600,3083,600 - 35,18:54,Spring District Station,West,99563
Saturday , S600,3083,600 - 35,18:56,Wilburton Station,West,99561
Saturday , S600,3083,600 - 35,18:58,Bellevue Downtown Station,West,99559
Saturday , S600,3083,600 - 35,19:02,East Main Station,West,99557
Saturday , S600,3083,600 - 35,19:05,South Bellevue Station,West,99554
Saturday , S600,3089,600 - 35,19:45,Redmond Technology Station,West,99568
Saturday , S600,3089,600 - 35,19:47,Overlake Village Station,West,99567
Saturday , S600,3089,600 - 35,19:52,BelRed Station,West,99565
Saturday , S600,3089,600 - 35,19:54,Spring District Station,West,99563
Saturday , S600,3089,600 - 35,19:56,Wilburton Station,West,99561
Saturday , S600,3089,600 - 35,19:58,Bellevue Downtown Station,West,99559
Saturday , S600,3089,600 - 35,20:02,East Main Station,West,99557
Saturday , S600,3089,600 - 35,20:05,South Bellevue Station,West,99554
Saturday , S600,3095,600 - 35,20:45,Redmond Technology Station,West,99568
Saturday , S600,3095,600 - 35,20:47,Overlake Village Station,West,99567
Saturday , S600,3095,600 - 35,20:52,BelRed Station,West,99565
Saturday , S600,3095,600 - 35,20:54,Spring District Station,West,99563
Saturday , S600,3095,600 - 35,20:56,Wilburton Station,West,99561
Saturday , S600,3095,600 - 35,20:58,Bellevue Downtown Station,West,99559
Saturday , S600,3095,600 - 35,21:02,East Main Station,West,99557
Saturday , S600,3095,600 - 35,21:05,South Bellevue Station,West,99554
Saturday , S600,301,600 - 35,21:39,Redmond Technology Station,West,99568
Saturday , S600,301,600 - 35,21:41,Overlake Village Station,West,99567
Saturday , S600,301,600 - 35,21:46,BelRed Station,West,99565
Saturday , S600,301,600 - 35,21:48,Spring District Station,West,99563
Saturday ,,354,600 - 35,21:48,Spring District Station,,99563
Saturday ,,354,600 - 35,21:50,East Link Base,,92015
Saturday , S600,4002,600 - 35, 5:29   ,Spring District Station,East,99562
Saturday , S600,4002,600 - 35, 5:31   ,BelRed Station,East,99564
Saturday , S600,4002,600 - 35, 5:35   ,Overlake Village Station,East,99566
Saturday , S600,4002,600 - 35, 5:38   ,Redmond Technology Station,East,99568
Saturday , S600,4008,600 - 35, 6:12   ,South Bellevue Station,East,99554
Saturday , S600,4008,600 - 35, 6:16   ,East Main Station,East,99556
Saturday , S600,4008,600 - 35, 6:19   ,Bellevue Downtown Station,East,99558
Saturday , S600,4008,600 - 35, 6:21   ,Wilburton Station,East,99560
Saturday , S600,4008,600 - 35, 6:23   ,Spring District Station,East,99562
Saturday , S600,4008,600 - 35, 6:25   ,BelRed Station,East,99564
Saturday , S600,4008,600 - 35, 6:29   ,Overlake Village Station,East,99566
Saturday , S600,4008,600 - 35, 6:32   ,Redmond Technology Station,East,99568
Saturday , S600,4014,600 - 35, 7:12   ,South Bellevue Station,East,99554
Saturday , S600,4014,600 - 35, 7:16   ,East Main Station,East,99556
Saturday , S600,4014,600 - 35, 7:19   ,Bellevue Downtown Station,East,99558
Saturday , S600,4014,600 - 35, 7:21   ,Wilburton Station,East,99560
Saturday , S600,4014,600 - 35, 7:23   ,Spring District Station,East,99562
Saturday , S600,4014,600 - 35, 7:25   ,BelRed Station,East,99564
Saturday , S600,4014,600 - 35, 7:29   ,Overlake Village Station,East,99566
Saturday , S600,4014,600 - 35, 7:32   ,Redmond Technology Station,East,99568
Saturday , S600,4020,600 - 35, 8:12   ,South Bellevue Station,East,99554
Saturday , S600,4020,600 - 35, 8:16   ,East Main Station,East,99556
Saturday , S600,4020,600 - 35, 8:19   ,Bellevue Downtown Station,East,99558
Saturday , S600,4020,600 - 35, 8:21   ,Wilburton Station,East,99560
Saturday , S600,4020,600 - 35, 8:23   ,Spring District Station,East,99562
Saturday , S600,4020,600 - 35, 8:25   ,BelRed Station,East,99564
Saturday , S600,4020,600 - 35, 8:29   ,Overlake Village Station,East,99566
Saturday , S600,4020,600 - 35, 8:32   ,Redmond Technology Station,East,99568
Saturday , S600,4026,600 - 35, 9:12   ,South Bellevue Station,East,99554
Saturday , S600,4026,600 - 35, 9:16   ,East Main Station,East,99556
Saturday , S600,4026,600 - 35, 9:19   ,Bellevue Downtown Station,East,99558
Saturday , S600,4026,600 - 35, 9:21   ,Wilburton Station,East,99560
Saturday , S600,4026,600 - 35, 9:23   ,Spring District Station,East,99562
Saturday , S600,4026,600 - 35, 9:25   ,BelRed Station,East,99564
Saturday , S600,4026,600 - 35, 9:29   ,Overlake Village Station,East,99566
Saturday , S600,4026,600 - 35, 9:32   ,Redmond Technology Station,East,99568
Saturday , S600,4032,600 - 35,10:12,South Bellevue Station,East,99554
Saturday , S600,4032,600 - 35,10:16,East Main Station,East,99556
Saturday , S600,4032,600 - 35,10:19,Bellevue Downtown Station,East,99558
Saturday , S600,4032,600 - 35,10:21,Wilburton Station,East,99560
Saturday , S600,4032,600 - 35,10:23,Spring District Station,East,99562
Saturday , S600,4032,600 - 35,10:25,BelRed Station,East,99564
Saturday , S600,4032,600 - 35,10:29,Overlake Village Station,East,99566
Saturday , S600,4032,600 - 35,10:32,Redmond Technology Station,East,99568
Saturday , S600,4038,600 - 35,11:12,South Bellevue Station,East,99554
Saturday , S600,4038,600 - 35,11:16,East Main Station,East,99556
Saturday , S600,4038,600 - 35,11:19,Bellevue Downtown Station,East,99558
Saturday , S600,4038,600 - 35,11:21,Wilburton Station,East,99560
Saturday , S600,4038,600 - 35,11:23,Spring District Station,East,99562
Saturday , S600,4038,600 - 35,11:25,BelRed Station,East,99564
Saturday , S600,4038,600 - 35,11:29,Overlake Village Station,East,99566
Saturday , S600,4038,600 - 35,11:32,Redmond Technology Station,East,99568
Saturday , S600,4044,600 - 35,12:12,South Bellevue Station,East,99554
Saturday , S600,4044,600 - 35,12:16,East Main Station,East,99556
Saturday , S600,4044,600 - 35,12:19,Bellevue Downtown Station,East,99558
Saturday , S600,4044,600 - 35,12:21,Wilburton Station,East,99560
Saturday , S600,4044,600 - 35,12:23,Spring District Station,East,99562
Saturday , S600,4044,600 - 35,12:25,BelRed Station,East,99564
Saturday , S600,4044,600 - 35,12:29,Overlake Village Station,East,99566
Saturday , S600,4044,600 - 35,12:32,Redmond Technology Station,East,99568
Saturday , S600,4050,600 - 35,13:12,South Bellevue Station,East,99554
Saturday , S600,4050,600 - 35,13:16,East Main Station,East,99556
Saturday , S600,4050,600 - 35,13:19,Bellevue Downtown Station,East,99558
Saturday , S600,4050,600 - 35,13:21,Wilburton Station,East,99560
Saturday , S600,4050,600 - 35,13:23,Spring District Station,East,99562
Saturday , S600,4050,600 - 35,13:25,BelRed Station,East,99564
Saturday , S600,4050,600 - 35,13:29,Overlake Village Station,East,99566
Saturday , S600,4050,600 - 35,13:32,Redmond Technology Station,East,99568
Saturday , S600,4056,600 - 35,14:12,South Bellevue Station,East,99554
Saturday , S600,4056,600 - 35,14:16,East Main Station,East,99556
Saturday , S600,4056,600 - 35,14:19,Bellevue Downtown Station,East,99558
Saturday , S600,4056,600 - 35,14:21,Wilburton Station,East,99560
Saturday , S600,4056,600 - 35,14:23,Spring District Station,East,99562
Saturday , S600,4056,600 - 35,14:25,BelRed Station,East,99564
Saturday , S600,4056,600 - 35,14:29,Overlake Village Station,East,99566
Saturday , S600,4056,600 - 35,14:32,Redmond Technology Station,East,99568
Saturday , S600,4062,600 - 35,15:12,South Bellevue Station,East,99554
Saturday , S600,4062,600 - 35,15:16,East Main Station,East,99556
Saturday , S600,4062,600 - 35,15:19,Bellevue Downtown Station,East,99558
Saturday , S600,4062,600 - 35,15:21,Wilburton Station,East,99560
Saturday , S600,4062,600 - 35,15:23,Spring District Station,East,99562
Saturday , S600,4062,600 - 35,15:25,BelRed Station,East,99564
Saturday , S600,4062,600 - 35,15:29,Overlake Village Station,East,99566
Saturday , S600,4062,600 - 35,15:32,Redmond Technology Station,East,99568
Saturday , S600,4068,600 - 35,16:12,South Bellevue Station,East,99554
Saturday , S600,4068,600 - 35,16:16,East Main Station,East,99556
Saturday , S600,4068,600 - 35,16:19,Bellevue Downtown Station,East,99558
Saturday , S600,4068,600 - 35,16:21,Wilburton Station,East,99560
Saturday , S600,4068,600 - 35,16:23,Spring District Station,East,99562
Saturday , S600,4068,600 - 35,16:25,BelRed Station,East,99564
Saturday , S600,4068,600 - 35,16:29,Overlake Village Station,East,99566
Saturday , S600,4068,600 - 35,16:32,Redmond Technology Station,East,99568
Saturday , S600,4074,600 - 35,17:12,South Bellevue Station,East,99554
Saturday , S600,4074,600 - 35,17:16,East Main Station,East,99556
Saturday , S600,4074,600 - 35,17:19,Bellevue Downtown Station,East,99558
Saturday , S600,4074,600 - 35,17:21,Wilburton Station,East,99560
Saturday , S600,4074,600 - 35,17:23,Spring District Station,East,99562
Saturday , S600,4074,600 - 35,17:25,BelRed Station,East,99564
Saturday , S600,4074,600 - 35,17:29,Overlake Village Station,East,99566
Saturday , S600,4074,600 - 35,17:32,Redmond Technology Station,East,99568
Saturday , S600,4080,600 - 35,18:12,South Bellevue Station,East,99554
Saturday , S600,4080,600 - 35,18:16,East Main Station,East,99556
Saturday , S600,4080,600 - 35,18:19,Bellevue Downtown Station,East,99558
Saturday , S600,4080,600 - 35,18:21,Wilburton Station,East,99560
Saturday , S600,4080,600 - 35,18:23,Spring District Station,East,99562
Saturday , S600,4080,600 - 35,18:25,BelRed Station,East,99564
Saturday , S600,4080,600 - 35,18:29,Overlake Village Station,East,99566
Saturday , S600,4080,600 - 35,18:32,Redmond Technology Station,East,99568
Saturday , S600,4086,600 - 35,19:12,South Bellevue Station,East,99554
Saturday , S600,4086,600 - 35,19:16,East Main Station,East,99556
Saturday , S600,4086,600 - 35,19:19,Bellevue Downtown Station,East,99558
Saturday , S600,4086,600 - 35,19:21,Wilburton Station,East,99560
Saturday , S600,4086,600 - 35,19:23,Spring District Station,East,99562
Saturday , S600,4086,600 - 35,19:25,BelRed Station,East,99564
Saturday , S600,4086,600 - 35,19:29,Overlake Village Station,East,99566
Saturday , S600,4086,600 - 35,19:32,Redmond Technology Station,East,99568
Saturday , S600,4092,600 - 35,20:12,South Bellevue Station,East,99554
Saturday , S600,4092,600 - 35,20:16,East Main Station,East,99556
Saturday , S600,4092,600 - 35,20:19,Bellevue Downtown Station,East,99558
Saturday , S600,4092,600 - 35,20:21,Wilburton Station,East,99560
Saturday , S600,4092,600 - 35,20:23,Spring District Station,East,99562
Saturday , S600,4092,600 - 35,20:25,BelRed Station,East,99564
Saturday , S600,4092,600 - 35,20:29,Overlake Village Station,East,99566
Saturday , S600,4092,600 - 35,20:32,Redmond Technology Station,East,99568
Saturday , S600,4098,600 - 35,21:12,South Bellevue Station,East,99554
Saturday , S600,4098,600 - 35,21:16,East Main Station,East,99556
Saturday , S600,4098,600 - 35,21:19,Bellevue Downtown Station,East,99558
Saturday , S600,4098,600 - 35,21:21,Wilburton Station,East,99560
Saturday , S600,4098,600 - 35,21:23,Spring District Station,East,99562
Saturday , S600,4098,600 - 35,21:25,BelRed Station,East,99564
Saturday , S600,4098,600 - 35,21:29,Overlake Village Station,East,99566
Saturday , S600,4098,600 - 35,21:32,Redmond Technology Station,East,99568
Saturday ,,453,600 - 36, 5:37   ,East Link Base,,92015
Saturday ,,453,600 - 36, 5:39   ,Spring District Station,,99562
Saturday , S600,3006,600 - 36, 5:55   ,Redmond Technology Station,West,99569
Saturday , S600,3006,600 - 36, 5:57   ,Overlake Village Station,West,99567
Saturday , S600,3006,600 - 36, 6:02   ,BelRed Station,West,99565
Saturday , S600,3006,600 - 36, 6:04   ,Spring District Station,West,99563
Saturday , S600,3006,600 - 36, 6:06   ,Wilburton Station,West,99561
Saturday , S600,3006,600 - 36, 6:08   ,Bellevue Downtown Station,West,99559
Saturday , S600,3006,600 - 36, 6:12   ,East Main Station,West,99557
Saturday , S600,3006,600 - 36, 6:15   ,South Bellevue Station,West,99554
Saturday , S600,3012,600 - 36, 6:55   ,Redmond Technology Station,West,99569
Saturday , S600,3012,600 - 36, 6:57   ,Overlake Village Station,West,99567
Saturday , S600,3012,600 - 36, 7:02   ,BelRed Station,West,99565
Saturday , S600,3012,600 - 36, 7:04   ,Spring District Station,West,99563
Saturday , S600,3012,600 - 36, 7:06   ,Wilburton Station,West,99561
Saturday , S600,3012,600 - 36, 7:08   ,Bellevue Downtown Station,West,99559
Saturday , S600,3012,600 - 36, 7:12   ,East Main Station,West,99557
Saturday , S600,3012,600 - 36, 7:15   ,South Bellevue Station,West,99554
Saturday , S600,3018,600 - 36, 7:55   ,Redmond Technology Station,West,99569
Saturday , S600,3018,600 - 36, 7:57   ,Overlake Village Station,West,99567
Saturday , S600,3018,600 - 36, 8:02   ,BelRed Station,West,99565
Saturday , S600,3018,600 - 36, 8:04   ,Spring District Station,West,99563
Saturday , S600,3018,600 - 36, 8:06   ,Wilburton Station,West,99561
Saturday , S600,3018,600 - 36, 8:08   ,Bellevue Downtown Station,West,99559
Saturday , S600,3018,600 - 36, 8:12   ,East Main Station,West,99557
Saturday , S600,3018,600 - 36, 8:15   ,South Bellevue Station,West,99554
Saturday , S600,3024,600 - 36, 8:55   ,Redmond Technology Station,West,99569
Saturday , S600,3024,600 - 36, 8:57   ,Overlake Village Station,West,99567
Saturday , S600,3024,600 - 36, 9:02   ,BelRed Station,West,99565
Saturday , S600,3024,600 - 36, 9:04   ,Spring District Station,West,99563
Saturday , S600,3024,600 - 36, 9:06   ,Wilburton Station,West,99561
Saturday , S600,3024,600 - 36, 9:08   ,Bellevue Downtown Station,West,99559
Saturday , S600,3024,600 - 36, 9:12   ,East Main Station,West,99557
Saturday , S600,3024,600 - 36, 9:15   ,South Bellevue Station,West,99554
Saturday , S600,3030,600 - 36, 9:55   ,Redmond Technology Station,West,99569
Saturday , S600,3030,600 - 36, 9:57   ,Overlake Village Station,West,99567
Saturday , S600,3030,600 - 36,10:02,BelRed Station,West,99565
Saturday , S600,3030,600 - 36,10:04,Spring District Station,West,99563
Saturday , S600,3030,600 - 36,10:06,Wilburton Station,West,99561
Saturday , S600,3030,600 - 36,10:08,Bellevue Downtown Station,West,99559
Saturday , S600,3030,600 - 36,10:12,East Main Station,West,99557
Saturday , S600,3030,600 - 36,10:15,South Bellevue Station,West,99554
Saturday , S600,3036,600 - 36,10:55,Redmond Technology Station,West,99569
Saturday , S600,3036,600 - 36,10:57,Overlake Village Station,West,99567
Saturday , S600,3036,600 - 36,11:02,BelRed Station,West,99565
Saturday , S600,3036,600 - 36,11:04,Spring District Station,West,99563
Saturday , S600,3036,600 - 36,11:06,Wilburton Station,West,99561
Saturday , S600,3036,600 - 36,11:08,Bellevue Downtown Station,West,99559
Saturday , S600,3036,600 - 36,11:12,East Main Station,West,99557
Saturday , S600,3036,600 - 36,11:15,South Bellevue Station,West,99554
Saturday , S600,3042,600 - 36,11:55,Redmond Technology Station,West,99569
Saturday , S600,3042,600 - 36,11:57,Overlake Village Station,West,99567
Saturday , S600,3042,600 - 36,12:02,BelRed Station,West,99565
Saturday , S600,3042,600 - 36,12:04,Spring District Station,West,99563
Saturday , S600,3042,600 - 36,12:06,Wilburton Station,West,99561
Saturday , S600,3042,600 - 36,12:08,Bellevue Downtown Station,West,99559
Saturday , S600,3042,600 - 36,12:12,East Main Station,West,99557
Saturday , S600,3042,600 - 36,12:15,South Bellevue Station,West,99554
Saturday , S600,3048,600 - 36,12:55,Redmond Technology Station,West,99569
Saturday , S600,3048,600 - 36,12:57,Overlake Village Station,West,99567
Saturday , S600,3048,600 - 36,13:02,BelRed Station,West,99565
Saturday , S600,3048,600 - 36,13:04,Spring District Station,West,99563
Saturday , S600,3048,600 - 36,13:06,Wilburton Station,West,99561
Saturday , S600,3048,600 - 36,13:08,Bellevue Downtown Station,West,99559
Saturday , S600,3048,600 - 36,13:12,East Main Station,West,99557
Saturday , S600,3048,600 - 36,13:15,South Bellevue Station,West,99554
Saturday , S600,3054,600 - 36,13:55,Redmond Technology Station,West,99569
Saturday , S600,3054,600 - 36,13:57,Overlake Village Station,West,99567
Saturday , S600,3054,600 - 36,14:02,BelRed Station,West,99565
Saturday , S600,3054,600 - 36,14:04,Spring District Station,West,99563
Saturday , S600,3054,600 - 36,14:06,Wilburton Station,West,99561
Saturday , S600,3054,600 - 36,14:08,Bellevue Downtown Station,West,99559
Saturday , S600,3054,600 - 36,14:12,East Main Station,West,99557
Saturday , S600,3054,600 - 36,14:15,South Bellevue Station,West,99554
Saturday , S600,3060,600 - 36,14:55,Redmond Technology Station,West,99569
Saturday , S600,3060,600 - 36,14:57,Overlake Village Station,West,99567
Saturday , S600,3060,600 - 36,15:02,BelRed Station,West,99565
Saturday , S600,3060,600 - 36,15:04,Spring District Station,West,99563
Saturday , S600,3060,600 - 36,15:06,Wilburton Station,West,99561
Saturday , S600,3060,600 - 36,15:08,Bellevue Downtown Station,West,99559
Saturday , S600,3060,600 - 36,15:12,East Main Station,West,99557
Saturday , S600,3060,600 - 36,15:15,South Bellevue Station,West,99554
Saturday , S600,3066,600 - 36,15:55,Redmond Technology Station,West,99569
Saturday , S600,3066,600 - 36,15:57,Overlake Village Station,West,99567
Saturday , S600,3066,600 - 36,16:02,BelRed Station,West,99565
Saturday , S600,3066,600 - 36,16:04,Spring District Station,West,99563
Saturday , S600,3066,600 - 36,16:06,Wilburton Station,West,99561
Saturday , S600,3066,600 - 36,16:08,Bellevue Downtown Station,West,99559
Saturday , S600,3066,600 - 36,16:12,East Main Station,West,99557
Saturday , S600,3066,600 - 36,16:15,South Bellevue Station,West,99554
Saturday , S600,3072,600 - 36,16:55,Redmond Technology Station,West,99569
Saturday , S600,3072,600 - 36,16:57,Overlake Village Station,West,99567
Saturday , S600,3072,600 - 36,17:02,BelRed Station,West,99565
Saturday , S600,3072,600 - 36,17:04,Spring District Station,West,99563
Saturday , S600,3072,600 - 36,17:06,Wilburton Station,West,99561
Saturday , S600,3072,600 - 36,17:08,Bellevue Downtown Station,West,99559
Saturday , S600,3072,600 - 36,17:12,East Main Station,West,99557
Saturday , S600,3072,600 - 36,17:15,South Bellevue Station,West,99554
Saturday , S600,3078,600 - 36,17:55,Redmond Technology Station,West,99569
Saturday , S600,3078,600 - 36,17:57,Overlake Village Station,West,99567
Saturday , S600,3078,600 - 36,18:02,BelRed Station,West,99565
Saturday , S600,3078,600 - 36,18:04,Spring District Station,West,99563
Saturday , S600,3078,600 - 36,18:06,Wilburton Station,West,99561
Saturday , S600,3078,600 - 36,18:08,Bellevue Downtown Station,West,99559
Saturday , S600,3078,600 - 36,18:12,East Main Station,West,99557
Saturday , S600,3078,600 - 36,18:15,South Bellevue Station,West,99554
Saturday , S600,3084,600 - 36,18:55,Redmond Technology Station,West,99569
Saturday , S600,3084,600 - 36,18:57,Overlake Village Station,West,99567
Saturday , S600,3084,600 - 36,19:02,BelRed Station,West,99565
Saturday , S600,3084,600 - 36,19:04,Spring District Station,West,99563
Saturday , S600,3084,600 - 36,19:06,Wilburton Station,West,99561
Saturday , S600,3084,600 - 36,19:08,Bellevue Downtown Station,West,99559
Saturday , S600,3084,600 - 36,19:12,East Main Station,West,99557
Saturday , S600,3084,600 - 36,19:15,South Bellevue Station,West,99554
Saturday , S600,3090,600 - 36,19:55,Redmond Technology Station,West,99569
Saturday , S600,3090,600 - 36,19:57,Overlake Village Station,West,99567
Saturday , S600,3090,600 - 36,20:02,BelRed Station,West,99565
Saturday , S600,3090,600 - 36,20:04,Spring District Station,West,99563
Saturday , S600,3090,600 - 36,20:06,Wilburton Station,West,99561
Saturday , S600,3090,600 - 36,20:08,Bellevue Downtown Station,West,99559
Saturday , S600,3090,600 - 36,20:12,East Main Station,West,99557
Saturday , S600,3090,600 - 36,20:15,South Bellevue Station,West,99554
Saturday , S600,3096,600 - 36,20:55,Redmond Technology Station,West,99569
Saturday , S600,3096,600 - 36,20:57,Overlake Village Station,West,99567
Saturday , S600,3096,600 - 36,21:02,BelRed Station,West,99565
Saturday , S600,3096,600 - 36,21:04,Spring District Station,West,99563
Saturday , S600,3096,600 - 36,21:06,Wilburton Station,West,99561
Saturday , S600,3096,600 - 36,21:08,Bellevue Downtown Station,West,99559
Saturday , S600,3096,600 - 36,21:12,East Main Station,West,99557
Saturday , S600,3096,600 - 36,21:15,South Bellevue Station,West,99554
Saturday , S600,302,600 - 36,21:49,Redmond Technology Station,West,99569
Saturday , S600,302,600 - 36,21:51,Overlake Village Station,West,99567
Saturday , S600,302,600 - 36,21:56,BelRed Station,West,99565
Saturday , S600,302,600 - 36,21:58,Spring District Station,West,99563
Saturday ,,355,600 - 36,21:58,Spring District Station,,99563
Saturday ,,355,600 - 36,22:00,East Link Base,,92015
Saturday , S600,4004,600 - 36, 5:39   ,Spring District Station,East,99562
Saturday , S600,4004,600 - 36, 5:41   ,BelRed Station,East,99564
Saturday , S600,4004,600 - 36, 5:45   ,Overlake Village Station,East,99566
Saturday , S600,4004,600 - 36, 5:48   ,Redmond Technology Station,East,99569
Saturday , S600,4009,600 - 36, 6:22   ,South Bellevue Station,East,99554
Saturday , S600,4009,600 - 36, 6:26   ,East Main Station,East,99556
Saturday , S600,4009,600 - 36, 6:29   ,Bellevue Downtown Station,East,99558
Saturday , S600,4009,600 - 36, 6:31   ,Wilburton Station,East,99560
Saturday , S600,4009,600 - 36, 6:33   ,Spring District Station,East,99562
Saturday , S600,4009,600 - 36, 6:35   ,BelRed Station,East,99564
Saturday , S600,4009,600 - 36, 6:39   ,Overlake Village Station,East,99566
Saturday , S600,4009,600 - 36, 6:42   ,Redmond Technology Station,East,99569
Saturday , S600,4015,600 - 36, 7:22   ,South Bellevue Station,East,99554
Saturday , S600,4015,600 - 36, 7:26   ,East Main Station,East,99556
Saturday , S600,4015,600 - 36, 7:29   ,Bellevue Downtown Station,East,99558
Saturday , S600,4015,600 - 36, 7:31   ,Wilburton Station,East,99560
Saturday , S600,4015,600 - 36, 7:33   ,Spring District Station,East,99562
Saturday , S600,4015,600 - 36, 7:35   ,BelRed Station,East,99564
Saturday , S600,4015,600 - 36, 7:39   ,Overlake Village Station,East,99566
Saturday , S600,4015,600 - 36, 7:42   ,Redmond Technology Station,East,99569
Saturday , S600,4021,600 - 36, 8:22   ,South Bellevue Station,East,99554
Saturday , S600,4021,600 - 36, 8:26   ,East Main Station,East,99556
Saturday , S600,4021,600 - 36, 8:29   ,Bellevue Downtown Station,East,99558
Saturday , S600,4021,600 - 36, 8:31   ,Wilburton Station,East,99560
Saturday , S600,4021,600 - 36, 8:33   ,Spring District Station,East,99562
Saturday , S600,4021,600 - 36, 8:35   ,BelRed Station,East,99564
Saturday , S600,4021,600 - 36, 8:39   ,Overlake Village Station,East,99566
Saturday , S600,4021,600 - 36, 8:42   ,Redmond Technology Station,East,99569
Saturday , S600,4027,600 - 36, 9:22   ,South Bellevue Station,East,99554
Saturday , S600,4027,600 - 36, 9:26   ,East Main Station,East,99556
Saturday , S600,4027,600 - 36, 9:29   ,Bellevue Downtown Station,East,99558
Saturday , S600,4027,600 - 36, 9:31   ,Wilburton Station,East,99560
Saturday , S600,4027,600 - 36, 9:33   ,Spring District Station,East,99562
Saturday , S600,4027,600 - 36, 9:35   ,BelRed Station,East,99564
Saturday , S600,4027,600 - 36, 9:39   ,Overlake Village Station,East,99566
Saturday , S600,4027,600 - 36, 9:42   ,Redmond Technology Station,East,99569
Saturday , S600,4033,600 - 36,10:22,South Bellevue Station,East,99554
Saturday , S600,4033,600 - 36,10:26,East Main Station,East,99556
Saturday , S600,4033,600 - 36,10:29,Bellevue Downtown Station,East,99558
Saturday , S600,4033,600 - 36,10:31,Wilburton Station,East,99560
Saturday , S600,4033,600 - 36,10:33,Spring District Station,East,99562
Saturday , S600,4033,600 - 36,10:35,BelRed Station,East,99564
Saturday , S600,4033,600 - 36,10:39,Overlake Village Station,East,99566
Saturday , S600,4033,600 - 36,10:42,Redmond Technology Station,East,99569
Saturday , S600,4039,600 - 36,11:22,South Bellevue Station,East,99554
Saturday , S600,4039,600 - 36,11:26,East Main Station,East,99556
Saturday , S600,4039,600 - 36,11:29,Bellevue Downtown Station,East,99558
Saturday , S600,4039,600 - 36,11:31,Wilburton Station,East,99560
Saturday , S600,4039,600 - 36,11:33,Spring District Station,East,99562
Saturday , S600,4039,600 - 36,11:35,BelRed Station,East,99564
Saturday , S600,4039,600 - 36,11:39,Overlake Village Station,East,99566
Saturday , S600,4039,600 - 36,11:42,Redmond Technology Station,East,99569
Saturday , S600,4045,600 - 36,12:22,South Bellevue Station,East,99554
Saturday , S600,4045,600 - 36,12:26,East Main Station,East,99556
Saturday , S600,4045,600 - 36,12:29,Bellevue Downtown Station,East,99558
Saturday , S600,4045,600 - 36,12:31,Wilburton Station,East,99560
Saturday , S600,4045,600 - 36,12:33,Spring District Station,East,99562
Saturday , S600,4045,600 - 36,12:35,BelRed Station,East,99564
Saturday , S600,4045,600 - 36,12:39,Overlake Village Station,East,99566
Saturday , S600,4045,600 - 36,12:42,Redmond Technology Station,East,99569
Saturday , S600,4051,600 - 36,13:22,South Bellevue Station,East,99554
Saturday , S600,4051,600 - 36,13:26,East Main Station,East,99556
Saturday , S600,4051,600 - 36,13:29,Bellevue Downtown Station,East,99558
Saturday , S600,4051,600 - 36,13:31,Wilburton Station,East,99560
Saturday , S600,4051,600 - 36,13:33,Spring District Station,East,99562
Saturday , S600,4051,600 - 36,13:35,BelRed Station,East,99564
Saturday , S600,4051,600 - 36,13:39,Overlake Village Station,East,99566
Saturday , S600,4051,600 - 36,13:42,Redmond Technology Station,East,99569
Saturday , S600,4057,600 - 36,14:22,South Bellevue Station,East,99554
Saturday , S600,4057,600 - 36,14:26,East Main Station,East,99556
Saturday , S600,4057,600 - 36,14:29,Bellevue Downtown Station,East,99558
Saturday , S600,4057,600 - 36,14:31,Wilburton Station,East,99560
Saturday , S600,4057,600 - 36,14:33,Spring District Station,East,99562
Saturday , S600,4057,600 - 36,14:35,BelRed Station,East,99564
Saturday , S600,4057,600 - 36,14:39,Overlake Village Station,East,99566
Saturday , S600,4057,600 - 36,14:42,Redmond Technology Station,East,99569
Saturday , S600,4063,600 - 36,15:22,South Bellevue Station,East,99554
Saturday , S600,4063,600 - 36,15:26,East Main Station,East,99556
Saturday , S600,4063,600 - 36,15:29,Bellevue Downtown Station,East,99558
Saturday , S600,4063,600 - 36,15:31,Wilburton Station,East,99560
Saturday , S600,4063,600 - 36,15:33,Spring District Station,East,99562
Saturday , S600,4063,600 - 36,15:35,BelRed Station,East,99564
Saturday , S600,4063,600 - 36,15:39,Overlake Village Station,East,99566
Saturday , S600,4063,600 - 36,15:42,Redmond Technology Station,East,99569
Saturday , S600,4069,600 - 36,16:22,South Bellevue Station,East,99554
Saturday , S600,4069,600 - 36,16:26,East Main Station,East,99556
Saturday , S600,4069,600 - 36,16:29,Bellevue Downtown Station,East,99558
Saturday , S600,4069,600 - 36,16:31,Wilburton Station,East,99560
Saturday , S600,4069,600 - 36,16:33,Spring District Station,East,99562
Saturday , S600,4069,600 - 36,16:35,BelRed Station,East,99564
Saturday , S600,4069,600 - 36,16:39,Overlake Village Station,East,99566
Saturday , S600,4069,600 - 36,16:42,Redmond Technology Station,East,99569
Saturday , S600,4075,600 - 36,17:22,South Bellevue Station,East,99554
