service_id,route_id,trip_id,block_id,sch_arr_time,stop_name,stop_id,stop_seq,direction_name
Saturday ,  577,    6653,   16008,17,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6653,   16008,17,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6653,   16008,17,33   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6653,   16008,18,07   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  577,    6619,   16023,15,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6619,   16023,15,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6619,   16023,15,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6619,   16023,15,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6619,   16023,15,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6615,   16023,13,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6615,   16023,13,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6615,   16023,13,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6615,   16023,13,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6615,   16023,13,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6637,   16003, 9,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6637,   16003, 9,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6637,   16003, 9,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6637,   16003, 9,28   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6637,   16003,10,06   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  594,     620,   16016,15,25   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     620,   16016,15,30   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     620,   16016,15,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     620,   16016,15,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     620,   16016,15,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     620,   16016,16,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     620,   16016,16,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     620,   16016,16,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     620,   16016,16,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     614,   16018,12,25   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     614,   16018,12,30   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     614,   16018,12,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     614,   16018,12,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     614,   16018,12,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     614,   16018,13,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     614,   16018,13,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     614,   16018,13,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     614,   16018,13,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     616,   16011,13,25   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     616,   16011,13,30   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     616,   16011,13,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     616,   16011,13,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     616,   16011,13,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     616,   16011,14,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     616,   16011,14,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     616,   16011,14,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     616,   16011,14,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     634,   16008, 6,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     634,   16008, 6,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     634,   16008, 6,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     634,   16008, 6,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     634,   16008, 7,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     634,   16008, 7,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     634,   16008, 7,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     634,   16008, 8,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     634,   16008, 8,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     645,   16012,12,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     645,   16012,12,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     645,   16012,12,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     645,   16012,12,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     645,   16012,13,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     645,   16012,13,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     645,   16012,13,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     645,   16012,14,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     645,   16012,14,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     629,   16018,20,00   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     629,   16018,20,05   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     629,   16018,20,20   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     629,   16018,20,27   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     629,   16018,20,28   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     629,   16018,21,05   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     629,   16018,21,13   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     629,   16018,21,17   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     629,   16018,21,23   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     661,   16014,20,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     661,   16014,20,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     661,   16014,20,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     661,   16014,20,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     661,   16014,21,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     661,   16014,21,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     661,   16014,21,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     661,   16014,22,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     661,   16014,22,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     644,   16021,12,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     644,   16021,12,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     644,   16021,12,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     644,   16021,12,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     644,   16021,12,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     644,   16021,13,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     644,   16021,13,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     644,   16021,13,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     644,   16021,13,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     639,   16014, 9,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     639,   16014, 9,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     639,   16014, 9,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     639,   16014, 9,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     639,   16014,10,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     639,   16014,10,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     639,   16014,10,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     639,   16014,11,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     639,   16014,11,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     666,   16032,23,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     666,   16032,23,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     666,   16032,23,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     666,   16032,23,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     666,   16032,23,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     666,   16032,24,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     666,   16032,24,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     666,   16032,24,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     666,   16032,24,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     632,   16032,21,30   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     632,   16032,21,35   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     632,   16032,21,50   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     632,   16032,21,57   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     632,   16032,21,58   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     632,   16032,22,35   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     632,   16032,22,43   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     632,   16032,22,47   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     632,   16032,22,53   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     665,   16020,22,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     665,   16020,22,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     665,   16020,22,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     665,   16020,22,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     665,   16020,23,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     665,   16020,23,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     665,   16020,23,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     665,   16020,24,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     665,   16020,24,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     623,   16011,16,55   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     623,   16011,17,00   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     623,   16011,17,15   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     623,   16011,17,24   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     623,   16011,17,26   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     623,   16011,18,03   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     623,   16011,18,11   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     623,   16011,18,15   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     623,   16011,18,21   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     613,   16016,11,55   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     613,   16016,12,00   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     613,   16016,12,15   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     613,   16016,12,24   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     613,   16016,12,26   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     613,   16016,13,03   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     613,   16016,13,11   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     613,   16016,13,15   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     613,   16016,13,21   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     646,   16014,13,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     646,   16014,13,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     646,   16014,13,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     646,   16014,13,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     646,   16014,13,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     646,   16014,14,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     646,   16014,14,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     646,   16014,14,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     646,   16014,14,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     621,   16018,15,55   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     621,   16018,16,00   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     621,   16018,16,15   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     621,   16018,16,24   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     621,   16018,16,26   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     621,   16018,17,03   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     621,   16018,17,11   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     621,   16018,17,15   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     621,   16018,17,21   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     647,   16016,13,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     647,   16016,13,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     647,   16016,13,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     647,   16016,13,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     647,   16016,14,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     647,   16016,14,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     647,   16016,14,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     647,   16016,15,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     647,   16016,15,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     619,   16014,14,55   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     619,   16014,15,00   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     619,   16014,15,15   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     619,   16014,15,24   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     619,   16014,15,26   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     619,   16014,16,03   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     619,   16014,16,11   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     619,   16014,16,15   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     619,   16014,16,21   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     657,   16020,18,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     657,   16020,18,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     657,   16020,18,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     657,   16020,18,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     657,   16020,19,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     657,   16020,19,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     657,   16020,19,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     657,   16020,20,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     657,   16020,20,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     659,   16032,19,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     659,   16032,19,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     659,   16032,19,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     659,   16032,19,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     659,   16032,20,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     659,   16032,20,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     659,   16032,20,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     659,   16032,21,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     659,   16032,21,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     624,   16021,17,25   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     624,   16021,17,30   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     624,   16021,17,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     624,   16021,17,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     624,   16021,17,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     624,   16021,18,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     624,   16021,18,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     624,   16021,18,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     624,   16021,18,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     633,   16028,22,00   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     633,   16028,22,05   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     633,   16028,22,20   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     633,   16028,22,27   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     633,   16028,22,28   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     633,   16028,23,05   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     633,   16028,23,13   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     633,   16028,23,17   ,4th and Pine St,4pine,          8,North
